epoch,train_loss,train_acc,valid_loss,valid_acc,subject,model
1,1.7165382913559202,0.1892063492063492,1.6383729709897723,0.21714285714285714,S01,EEGConformer
2,1.6507649680546352,0.21206349206349207,1.6118365907669068,0.21714285714285714,S01,EEGConformer
