epoch,train_loss,train_acc,valid_loss,valid_acc,subject,model
1,1.7201806381770544,0.19111111111111112,1.6395992013386318,0.2,S01,EEGConformer
2,1.6629387800277227,0.2038095238095238,1.6113225153514317,0.17142857142857143,S01,EEGConformer
